BikeAge,BikeAlcDrg,BikeInjury,BikeRace,BikeSex,SpeedLimit
48,No,B: Suspected Minor Injury,Unknown/Missing,Male,30 - 35  MPH
17,No,C: Possible Injury,White,Male,40 - 45  MPH
29,No,O: No Injury,Hispanic,Male,30 - 35  MPH
55,"Yes-Drugs, impairment detected",B: Suspected Minor Injury,Black,Male,50 - 55  MPH
14,No,C: Possible Injury,Black,Male,20 - 25  MPH
30,No,C: Possible Injury,White,Female,30 - 35  MPH
47,No,O: No Injury,White,Female,40 - 45  MPH
43,No,C: Possible Injury,White,Male,30 - 35  MPH
9,.,C: Possible Injury,Black,Male,5 - 15 MPH
5,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
54,"Yes-Alcohol, impairment detected",K: Killed,Black,Male,50 - 55  MPH
13,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
21,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
21,No,C: Possible Injury,White,Female,40 - 45  MPH
17,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
24,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,20 - 25  MPH
75,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
29,No,C: Possible Injury,Black,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
17,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
23,No,C: Possible Injury,White,Female,5 - 15 MPH
41,No,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
25,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
24,No,C: Possible Injury,White,Male,Unknown
13,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
66,No,C: Possible Injury,Black,Male,20 - 25  MPH
60,No,C: Possible Injury,White,Male,30 - 35  MPH
23,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
18,No,C: Possible Injury,White,Male,30 - 35  MPH
56,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
61,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
25,No,C: Possible Injury,White,Female,20 - 25  MPH
6,No,C: Possible Injury,Black,Male,20 - 25  MPH
20,No,C: Possible Injury,Black,Male,20 - 25  MPH
24,No,O: No Injury,White,Male,30 - 35  MPH
31,"Yes-Alcohol, impairment suspected",O: No Injury,Hispanic,Male,20 - 25  MPH
16,No,C: Possible Injury,Black,Male,30 - 35  MPH
52,No,C: Possible Injury,White,Male,40 - 45  MPH
3,No,C: Possible Injury,White,Male,20 - 25  MPH
24,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
34,No,B: Suspected Minor Injury,Hispanic,Male,30 - 35  MPH
79,No,A: Suspected Serious Injury,Black,Male,40 - 45  MPH
59,No,C: Possible Injury,White,Female,40 - 45  MPH
55,"Yes-Alcohol, impairment suspected",C: Possible Injury,Hispanic,Male,50 - 55  MPH
28,No,C: Possible Injury,Black,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
44,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
31,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
69,No,K: Killed,White,Female,50 - 55  MPH
22,No,C: Possible Injury,Black,Female,30 - 35  MPH
16,No,O: No Injury,White,Male,20 - 25  MPH
19,Unknown,B: Suspected Minor Injury,White,Female,20 - 25  MPH
28,No,C: Possible Injury,White,Male,30 - 35  MPH
63,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
42,No,C: Possible Injury,Black,Male,40 - 45  MPH
28,"Yes-Alcohol, impairment suspected",A: Suspected Serious Injury,Black,Male,30 - 35  MPH
29,No,C: Possible Injury,White,Female,20 - 25  MPH
81,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
33,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
54,No,C: Possible Injury,White,Male,40 - 45  MPH
53,No,C: Possible Injury,Black,Male,40 - 45  MPH
45,No,C: Possible Injury,White,Male,30 - 35  MPH
31,No,O: No Injury,White,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
58,No,C: Possible Injury,Black,Male,50 - 55  MPH
44,No,C: Possible Injury,White,Male,60 - 75 MPH
50,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
47,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
55,No,C: Possible Injury,Black,Male,30 - 35  MPH
78,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
5,No,C: Possible Injury,White,Male,30 - 35  MPH
13,No,C: Possible Injury,Black,Male,30 - 35  MPH
45,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
53,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
43,No,B: Suspected Minor Injury,Hispanic,Male,40 - 45  MPH
49,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
54,No,C: Possible Injury,Black,Male,30 - 35  MPH
54,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
14,No,B: Suspected Minor Injury,Asian,Male,30 - 35  MPH
13,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
48,No,C: Possible Injury,White,Female,30 - 35  MPH
32,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,No,C: Possible Injury,Black,Male,30 - 35  MPH
7,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
55,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
23,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,No,O: No Injury,Black,Female,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
15,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
16,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
28,Unknown,C: Possible Injury,White,Male,40 - 45  MPH
49,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
10,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
21,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
46,No,C: Possible Injury,Black,Female,40 - 45  MPH
35,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
55,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,30 - 35  MPH
65,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
17,No,C: Possible Injury,White,Male,30 - 35  MPH
48,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
18,Unknown,C: Possible Injury,Black,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
21,No,O: No Injury,White,Male,20 - 25  MPH
35,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,No,O: No Injury,White,Male,Unknown
42,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
14,No,B: Suspected Minor Injury,Hispanic,Male,5 - 15 MPH
61,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
12,No,C: Possible Injury,Black,Male,30 - 35  MPH
40,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
21,No,A: Suspected Serious Injury,Black,Male,20 - 25  MPH
21,No,B: Suspected Minor Injury,Other,Male,30 - 35  MPH
999,No,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
35,No,B: Suspected Minor Injury,Hispanic,Male,5 - 15 MPH
15,No,C: Possible Injury,White,Female,30 - 35  MPH
64,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
21,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
23,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
39,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
21,No,A: Suspected Serious Injury,White,Male,20 - 25  MPH
23,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
42,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
8,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
37,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
26,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
40,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,30 - 35  MPH
13,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
26,No,C: Possible Injury,White,Male,20 - 25  MPH
32,No,B: Suspected Minor Injury,Native American,Female,5 - 15 MPH
15,No,C: Possible Injury,Black,Male,30 - 35  MPH
47,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
23,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
21,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
55,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
38,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
40,No,B: Suspected Minor Injury,White,Male,Unknown
20,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
20,No,O: No Injury,Unknown/Missing,Male,Unknown
19,No,B: Suspected Minor Injury,White,Female,Unknown
68,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
38,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
43,No,C: Possible Injury,White,Female,40 - 45  MPH
36,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,White,Male,20 - 25  MPH
50,No,C: Possible Injury,Black,Male,40 - 45  MPH
15,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
6,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
13,No,B: Suspected Minor Injury,Native American,Female,20 - 25  MPH
48,No,C: Possible Injury,White,Male,5 - 15 MPH
19,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,White,Female,60 - 75 MPH
22,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
24,No,O: No Injury,White,Male,20 - 25  MPH
11,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
49,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,20 - 25  MPH
17,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
25,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
14,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
30,No,B: Suspected Minor Injury,Unknown/Missing,Unknown,20 - 25  MPH
47,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
15,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
64,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
23,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
49,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
21,Unknown,B: Suspected Minor Injury,White,Male,50 - 55  MPH
63,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
51,No,C: Possible Injury,Black,Male,40 - 45  MPH
21,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
51,No,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
62,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
9,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
27,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
15,Unknown,B: Suspected Minor Injury,Native American,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
21,No,O: No Injury,White,Male,40 - 45  MPH
40,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
27,No,C: Possible Injury,Black,Male,50 - 55  MPH
44,No,B: Suspected Minor Injury,Asian,Male,40 - 45  MPH
43,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
65,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
55,No,C: Possible Injury,White,Male,40 - 45  MPH
56,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
19,No,C: Possible Injury,White,Female,20 - 25  MPH
4,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
11,No,C: Possible Injury,Black,Male,20 - 25  MPH
67,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
36,"Yes-Alcohol, impairment suspected",A: Suspected Serious Injury,Black,Male,40 - 45  MPH
42,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
15,No,C: Possible Injury,Black,Female,5 - 15 MPH
8,No,B: Suspected Minor Injury,Black,Male,Unknown
14,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
59,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
27,No,O: No Injury,Hispanic,Male,50 - 55  MPH
25,No,B: Suspected Minor Injury,Hispanic,Male,20 - 25  MPH
12,No,C: Possible Injury,Black,Male,40 - 45  MPH
57,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
19,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
34,"Yes-Alcohol, impairment suspected",O: No Injury,White,Male,40 - 45  MPH
34,No,C: Possible Injury,Black,Male,30 - 35  MPH
57,No,C: Possible Injury,Black,Male,30 - 35  MPH
27,"Yes-Alcohol, impairment suspected",C: Possible Injury,White,Male,40 - 45  MPH
25,No,C: Possible Injury,White,Male,20 - 25  MPH
25,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
6,No,C: Possible Injury,White,Male,30 - 35  MPH
27,No,Unknown Injury,White,Female,30 - 35  MPH
21,No,O: No Injury,White,Male,30 - 35  MPH
21,No,C: Possible Injury,White,Male,20 - 25  MPH
45,Unknown,A: Suspected Serious Injury,Black,Male,30 - 35  MPH
50,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
13,No,C: Possible Injury,Black,Male,30 - 35  MPH
46,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
57,"Yes-Alcohol and Drugs, impairment suspected",C: Possible Injury,White,Male,40 - 45  MPH
73,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
13,No,C: Possible Injury,Black,Male,40 - 45  MPH
23,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
5,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
20,No,C: Possible Injury,Black,Male,5 - 15 MPH
57,No,O: No Injury,Black,Male,30 - 35  MPH
29,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
34,Unknown,C: Possible Injury,White,Male,Unknown
20,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
22,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
20,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
16,No,K: Killed,White,Male,40 - 45  MPH
58,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
54,No,C: Possible Injury,Black,Male,5 - 15 MPH
8,No,O: No Injury,Hispanic,Male,5 - 15 MPH
54,No,C: Possible Injury,White,Male,40 - 45  MPH
47,No,A: Suspected Serious Injury,Other,Male,40 - 45  MPH
22,No,A: Suspected Serious Injury,White,Female,Unknown
12,No,C: Possible Injury,Black,Male,Unknown
50,No,O: No Injury,Black,Male,40 - 45  MPH
37,No,C: Possible Injury,White,Male,20 - 25  MPH
24,No,C: Possible Injury,Black,Male,20 - 25  MPH
6,No,C: Possible Injury,Black,Male,5 - 15 MPH
33,No,O: No Injury,White,Male,30 - 35  MPH
9,No,C: Possible Injury,Asian,Male,Unknown
31,No,C: Possible Injury,Black,Male,20 - 25  MPH
5,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
16,No,C: Possible Injury,White,Male,5 - 15 MPH
19,No,B: Suspected Minor Injury,Hispanic,Female,20 - 25  MPH
56,No,C: Possible Injury,Black,Male,30 - 35  MPH
11,No,B: Suspected Minor Injury,Black,Male,Unknown
13,No,C: Possible Injury,White,Male,30 - 35  MPH
52,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
56,No,C: Possible Injury,White,Male,30 - 35  MPH
19,No,O: No Injury,Black,Male,Unknown
33,No,C: Possible Injury,Black,Male,30 - 35  MPH
23,No,B: Suspected Minor Injury,White,Male,40 - 45  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
38,No,B: Suspected Minor Injury,Black,Male,5 - 15 MPH
11,No,Unknown Injury,Black,Male,30 - 35  MPH
48,No,B: Suspected Minor Injury,Hispanic,Male,50 - 55  MPH
42,No,C: Possible Injury,Hispanic,Male,30 - 35  MPH
27,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
41,No,C: Possible Injury,Black,Male,30 - 35  MPH
41,No,O: No Injury,White,Male,40 - 45  MPH
33,No,C: Possible Injury,White,Female,30 - 35  MPH
15,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
55,No,C: Possible Injury,Black,Male,30 - 35  MPH
12,No,A: Suspected Serious Injury,Black,Female,30 - 35  MPH
17,No,C: Possible Injury,Black,Male,50 - 55  MPH
52,No,C: Possible Injury,White,Male,30 - 35  MPH
26,"Yes-Alcohol, impairment detected",C: Possible Injury,Black,Male,30 - 35  MPH
50,No,C: Possible Injury,Black,Male,40 - 45  MPH
57,No,C: Possible Injury,White,Male,5 - 15 MPH
53,"Yes-Alcohol, impairment detected",B: Suspected Minor Injury,White,Male,40 - 45  MPH
29,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,20 - 25  MPH
10,No,C: Possible Injury,White,Male,30 - 35  MPH
49,No,C: Possible Injury,Black,Male,30 - 35  MPH
36,No,C: Possible Injury,White,Female,30 - 35  MPH
18,No,C: Possible Injury,White,Female,30 - 35  MPH
23,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
23,No,C: Possible Injury,Black,Female,40 - 45  MPH
24,No,C: Possible Injury,White,Male,30 - 35  MPH
39,No,C: Possible Injury,Black,Male,40 - 45  MPH
63,No,C: Possible Injury,White,Male,40 - 45  MPH
41,No,C: Possible Injury,Black,Female,Unknown
41,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
23,No,C: Possible Injury,Black,Male,40 - 45  MPH
33,No,B: Suspected Minor Injury,Hispanic,Female,30 - 35  MPH
40,No,C: Possible Injury,Black,Male,30 - 35  MPH
999,Missing,Unknown Injury,White,Male,30 - 35  MPH
17,No,C: Possible Injury,Hispanic,Male,50 - 55  MPH
23,Unknown,O: No Injury,Hispanic,Male,30 - 35  MPH
66,Unknown,K: Killed,White,Male,50 - 55  MPH
15,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
36,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
48,No,A: Suspected Serious Injury,Other,Male,30 - 35  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
15,No,C: Possible Injury,White,Male,40 - 45  MPH
37,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
19,No,C: Possible Injury,Black,Male,30 - 35  MPH
82,No,B: Suspected Minor Injury,White,Female,20 - 25  MPH
17,No,C: Possible Injury,Black,Male,20 - 25  MPH
20,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
48,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,50 - 55  MPH
23,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
23,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
12,No,Unknown Injury,Unknown/Missing,Unknown,40 - 45  MPH
27,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
17,No,C: Possible Injury,Hispanic,Male,40 - 45  MPH
45,No,B: Suspected Minor Injury,Black,Female,30 - 35  MPH
28,No,C: Possible Injury,White,Male,50 - 55  MPH
19,No,B: Suspected Minor Injury,White,Male,5 - 15 MPH
48,"Yes-Alcohol, impairment suspected",C: Possible Injury,Hispanic,Male,30 - 35  MPH
62,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
22,No,C: Possible Injury,Black,Female,30 - 35  MPH
45,"Yes-Alcohol, impairment suspected",B: Suspected Minor Injury,Black,Male,40 - 45  MPH
53,No,C: Possible Injury,Black,Male,40 - 45  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
44,No,C: Possible Injury,White,Male,40 - 45  MPH
36,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
18,No,C: Possible Injury,White,Male,20 - 25  MPH
10,No,B: Suspected Minor Injury,Black,Male,Unknown
22,No,C: Possible Injury,Black,Male,30 - 35  MPH
17,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
999,Missing,Unknown Injury,Unknown/Missing,Unknown,20 - 25  MPH
56,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
20,No,C: Possible Injury,White,Male,20 - 25  MPH
60,No,B: Suspected Minor Injury,Black,Male,50 - 55  MPH
31,No,C: Possible Injury,White,Male,40 - 45  MPH
7,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
18,No,A: Suspected Serious Injury,White,Male,50 - 55  MPH
34,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
8,No,C: Possible Injury,Black,Male,20 - 25  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
58,No,C: Possible Injury,Black,Male,50 - 55  MPH
5,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
22,No,C: Possible Injury,White,Male,30 - 35  MPH
8,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
22,"Yes-Alcohol, impairment suspected",C: Possible Injury,Black,Male,30 - 35  MPH
26,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
31,No,C: Possible Injury,White,Male,40 - 45  MPH
75,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
20,Unknown,K: Killed,White,Female,20 - 25  MPH
21,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
60,No,C: Possible Injury,Black,Male,30 - 35  MPH
81,No,B: Suspected Minor Injury,White,Male,Unknown
13,.,Unknown Injury,Unknown/Missing,Male,30 - 35  MPH
43,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
48,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
28,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
19,.,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
45,.,C: Possible Injury,Black,Male,20 - 25  MPH
12,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
11,.,C: Possible Injury,Black,Male,20 - 25  MPH
37,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
28,.,C: Possible Injury,White,Male,30 - 35  MPH
24,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
8,.,B: Suspected Minor Injury,Black,Female,20 - 25  MPH
59,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
34,.,B: Suspected Minor Injury,White,Male,20 - 25  MPH
13,No,B: Suspected Minor Injury,White,Female,50 - 55  MPH
15,.,C: Possible Injury,White,Male,40 - 45  MPH
12,No,B: Suspected Minor Injury,White,Male,20 - 25  MPH
16,.,C: Possible Injury,Black,Male,30 - 35  MPH
18,No,B: Suspected Minor Injury,Black,Male,40 - 45  MPH
46,.,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
63,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
24,.,O: No Injury,White,Male,40 - 45  MPH
13,No,B: Suspected Minor Injury,Black,Male,20 - 25  MPH
51,.,B: Suspected Minor Injury,White,Male,50 - 55  MPH
16,No,B: Suspected Minor Injury,White,Male,30 - 35  MPH
5,.,B: Suspected Minor Injury,White,Male,Unknown
9,No,B: Suspected Minor Injury,Black,Male,30 - 35  MPH
999,.,Unknown Injury,Unknown/Missing,Unknown,50 - 55  MPH
44,No,B: Suspected Minor Injury,White,Female,30 - 35  MPH
31,.,C: Possible Injury,White,Male,30 - 35  MPH
39,No,B: Suspected Minor Injury,Asian,Male,30 - 35  MPH
41,.,C: Possible Injury,Black,Male,30 - 35  MPH
55,No,B: Suspected Minor Injury,White,Male,50 - 55  MPH
34,.,B: Suspected Minor Injury,White,Female,30 - 35  MPH
50,No,B: Suspected Minor Injury,White,Female,40 - 45  MPH
17,.,C: Possible Injury,Black,Male,20 - 25  MPH
26,No,B: Suspected Minor Injury,Black,Female,5 - 15 MPH
